participants,stimuli,density,noise_sd,scenario,method,participant_dose,stimulus_dose,replicates,coverage,coverage_mc_low,coverage_mc_high,truth,bias,empirical_sd,mean_bootstrap_sd,bootstrap_bias,miss_below,miss_above,positive_rate,mean_width
8,6,0.25,0.5,trial_signal,percentile,4,0,298,0.9899328859060402,0.970824791888958,0.9965704795918217,0.16339312385599758,0.004721003307232238,0.11462457330613815,0.1495901543890835,-0.022140147792147017,0.010067114093959731,0.0,0.040268456375838924,0.5930794989367413
8,6,0.25,0.5,trial_signal,percentile,4,4,298,1.0,0.9872732565112067,0.9999999999999999,0.10669494409970404,0.023500821770114613,0.08457567357269291,0.12879577064579392,-0.0028579965217593265,0.0,0.0,0.06375838926174497,0.5105349067543765
8,6,0.25,1.5,independent_noise,basic,0,0,298,0.8993288590604027,0.8599237859558929,0.9285696202510442,0.0,-0.001605187366391971,0.12193453632477093,0.1513839759245009,0.005894359154012347,0.050335570469798654,0.050335570469798654,0.050335570469798654,0.5970252027319665
8,6,0.25,1.5,independent_noise,basic,0,4,298,0.9228187919463087,0.8868532237492394,0.9480221475286937,-0.017078301259399603,0.004190616230703517,0.09276067821847896,0.12311197700108113,0.004912538840424842,0.03691275167785235,0.040268456375838924,0.030201342281879196,0.4864369833021047
8,6,0.25,1.5,independent_noise,basic,4,0,298,0.9395973154362416,0.906550967009927,0.9614543793187178,-0.01678959045391859,-0.0007766225297062421,0.09930414822966824,0.126127341013623,0.006232317826461993,0.030201342281879196,0.030201342281879196,0.013422818791946308,0.4974700077958934
8,6,0.25,1.5,independent_noise,basic,4,4,298,0.9664429530201343,0.9393411078100721,0.9816721985997116,-0.0239704823661836,0.004603962357628268,0.08366674858550893,0.1084537687956604,0.00478481193203866,0.016778523489932886,0.016778523489932886,0.010067114093959731,0.42773166260371953
8,6,0.25,1.5,independent_noise,normal_t,0,0,298,1.0,0.9872732565112067,0.9999999999999999,0.0,-0.001605187366391971,0.12193453632477093,0.1513839759245009,0.005894359154012347,0.0,0.0,0.0,0.8233188004662509
8,6,0.25,1.5,independent_noise,normal_t,0,4,298,1.0,0.9872732565112067,0.9999999999999999,-0.017078301259399603,0.004190616230703517,0.09276067821847896,0.12311197700108113,0.004912538840424842,0.0,0.0,0.0,0.6688631936337582
8,6,0.25,1.5,independent_noise,normal_t,4,0,298,1.0,0.9872732565112067,0.9999999999999999,-0.01678959045391859,-0.0007766225297062421,0.09930414822966824,0.126127341013623,0.006232317826461993,0.0,0.0,0.0,0.6855982188245612
8,6,0.25,1.5,independent_noise,normal_t,4,4,298,1.0,0.9872732565112067,0.9999999999999999,-0.0239704823661836,0.004603962357628268,0.08366674858550893,0.1084537687956604,0.00478481193203866,0.0,0.0,0.0,0.5894889747858071
